agegroup,gender,education,country,ethnicity,neuroticism,extraversion,opentoexperience,agreeableness,conscientiousness,impulsiveness,sensation,caffeine,chocolate,nicotine,alcohol,amphetamine,amylnitrite,benzodiaz,cannabis,cocaine,crack,ecstasy,heroin,ketamine,legalhighs,LSD,methadone,mushrooms,volatiles,any,severity,UseLevel
18-24,female,-0.61113,USA,Other,0.73545,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173,6.0,6.0,6.0,5.0,6.0,0.0,4.0,6.0,3.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,4.0,3.0,TRUE,46.0,high
35-44,male,-0.61113,USA,White,0.91093,-1.6334,-1.42424,-0.15487,0.25953,-1.37983,-1.54858,6.0,6.0,0.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,TRUE,17.0,high
55-64,female,0.45468,UK,White,0.62967,0.32197,0.7233,-0.30172,0.93949,0.52975,0.07987,6.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
55-64,male,1.16365,Canada,White,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,male,1.98437,UK,White,-1.55078,0.47617,1.06238,-0.45321,0.93949,-1.37983,-0.52593,6.0,5.0,1.0,6.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,15.0,high
18-24,male,-0.61113,USA,White,1.23461,0.00332,1.06238,-1.21213,-0.78155,0.52975,1.92173,2.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,TRUE,19.0,high
18-24,male,-1.7379,USA,White,1.02119,-1.50796,0.29338,0.13136,-0.89891,0.52975,0.07987,6.0,5.0,6.0,3.0,3.0,0.0,3.0,6.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,6.0,0.0,2.0,TRUE,47.0,high
18-24,male,-0.61113,UK,White,-0.79151,1.2861,-0.31776,-0.15487,-0.52745,0.19268,0.40148,4.0,4.0,0.0,4.0,4.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,TRUE,22.0,high
25-34,female,1.98437,UK,White,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.61113,UK,White,-0.05188,-1.50796,-1.27553,-0.60633,-1.78169,1.29221,-0.84637,6.0,6.0,6.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,15.0,high
25-34,male,1.16365,UK,White,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,6.0,6.0,3.0,6.0,0.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,19.0,high
25-34,female,-0.05921,Canada,White,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,0.88113,0.07987,6.0,4.0,6.0,5.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,18.0,high
35-44,male,1.98437,UK,Asian,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
25-34,male,-0.61113,USA,White,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,6.0,5.0,5.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,TRUE,24.0,high
25-34,female,1.16365,UK,Mixed-White/Black,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,5.0,low
18-24,male,-0.61113,USA,White,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,5.0,4.0,6.0,5.0,6.0,1.0,5.0,6.0,3.0,0.0,3.0,4.0,0.0,6.0,2.0,0.0,2.0,0.0,TRUE,44.0,high
25-34,male,-0.61113,USA,White,1.8399,-1.09207,0.44585,-1.6209,-1.25773,1.29221,1.2247,6.0,0.0,6.0,5.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,TRUE,34.0,high
18-24,female,-0.61113,USA,White,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,4.0,4.0,3.0,5.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,TRUE,22.0,high
18-24,male,0.45468,USA,White,1.49158,-1.50796,-0.01928,-2.07848,-0.78155,0.88113,0.7654,4.0,4.0,3.0,3.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,TRUE,19.0,high
35-44,female,-0.61113,UK,White,0.31287,-1.92173,-1.42424,-0.76096,-0.52745,-1.37983,-2.07848,6.0,6.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TRUE,6.0,low
18-24,male,0.45468,UK,White,0.41667,-0.43999,0.14143,-0.30172,-0.00665,0.88113,0.40148,6.0,5.0,4.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,TRUE,22.0,high
18-24,male,-1.22751,Canada,White,0.41667,0.16767,-0.01928,-0.91699,-0.89891,0.52975,0.07987,3.0,4.0,6.0,5.0,5.0,0.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,5.0,3.0,3.0,4.0,3.0,TRUE,47.0,high
35-44,female,1.16365,UK,White,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,6.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
45-54,female,0.45468,UK,White,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
18-24,male,-0.05921,UK,White,2.28554,-0.94779,0.7233,-1.21213,-0.52745,-0.71126,-0.52593,6.0,5.0,4.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,11.0,low
45-54,male,-1.7379,UK,White,0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,6.0,6.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
18-24,male,-0.61113,USA,Other,1.49158,0.00332,0.29338,0.76096,-0.14277,-0.21712,0.7654,6.0,4.0,5.0,5.0,6.0,4.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,TRUE,39.0,high
35-44,male,-1.7379,USA,White,1.13281,-0.57545,0.14143,0.59042,-1.5184,-1.37983,-0.21575,3.0,6.0,6.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,TRUE,26.0,high
18-24,female,0.45468,UK,Asian,0.62967,0.16767,-1.11902,0.28783,-0.52745,0.52975,-0.52593,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TRUE,4.0,low
25-34,male,0.45468,UK,White,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,4.0,5.0,2.0,5.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,TRUE,18.0,high
18-24,male,-0.61113,UK,White,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,6.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,TRUE,16.0,high
45-54,female,-0.05921,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,6.0,6.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
35-44,female,-0.61113,UK,White,1.23461,0.00332,-0.31776,1.11406,0.12331,0.19268,-0.52593,6.0,6.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,13.0,low
18-24,male,0.45468,Canada,White,-2.52197,1.74091,-1.55521,-3.46436,-0.14277,0.52975,1.2247,6.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,0.0,TRUE,64.0,high
45-54,male,-0.61113,Canada,Other,1.02119,-0.69509,-0.84732,-1.21213,0.7583,1.86203,1.2247,6.0,0.0,1.0,4.0,4.0,5.0,5.0,4.0,2.0,0.0,4.0,0.0,3.0,6.0,2.0,0.0,2.0,0.0,TRUE,38.0,high
18-24,male,-1.22751,USA,Mixed-White/Black,-0.34799,1.2861,1.06238,-0.01729,-0.52745,0.52975,1.2247,6.0,6.0,3.0,4.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,4.0,3.0,6.0,3.0,3.0,3.0,TRUE,41.0,high
25-34,female,0.45468,USA,White,2.82196,-0.43999,-0.84732,-1.772,-2.04506,0.88113,0.07987,6.0,6.0,6.0,5.0,2.0,0.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,TRUE,28.0,high
18-24,female,0.45468,UK,White,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,6.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
45-54,female,-0.05921,UK,White,1.13281,0.32197,-0.17779,0.94156,1.13407,-0.71126,-0.21575,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
45-54,female,-0.61113,UK,Black,-0.46725,-0.57545,-0.58331,0.13136,0.25953,-0.21712,-1.18084,6.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,male,1.16365,UK,White,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,6.0,5.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
25-34,male,0.45468,UK,Asian,-0.46725,-1.50796,-0.58331,-0.30172,-0.40581,0.52975,0.40148,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
35-44,male,-0.05921,Australia,White,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,3.0,5.0,6.0,3.0,3.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,TRUE,28.0,high
25-34,female,-0.61113,UK,White,1.8399,0.00332,-0.31776,0.94156,0.12331,-0.21712,-0.84637,6.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,male,-0.05921,UK,White,0.22393,0.63779,-1.82919,-1.07533,-0.89891,0.88113,0.40148,6.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,TRUE,37.0,high
35-44,female,0.45468,UK,White,0.52135,-1.6334,-1.82919,0.43852,-0.89891,-0.71126,-0.84637,6.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,female,-1.22751,UK,White,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,6.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,TRUE,12.0,low
45-54,male,0.45468,UK,White,-1.86962,0.00332,0.14143,-0.76096,-0.14277,0.52975,0.40148,6.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
25-34,female,0.45468,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,5.0,5.0,3.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,TRUE,9.0,low
25-34,male,-0.61113,USA,White,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,6.0,4.0,5.0,4.0,0.0,0.0,4.0,6.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,TRUE,34.0,high
18-24,male,0.45468,UK,White,0.41667,-0.30033,0.29338,1.2861,-0.14277,-0.71126,-1.54858,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
45-54,female,0.45468,UK,White,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,6.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
18-24,female,-0.61113,USA,White,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654,6.0,4.0,5.0,5.0,3.0,0.0,3.0,5.0,3.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,3.0,3.0,TRUE,38.0,high
55-64,male,0.45468,UK,White,-0.34799,-0.94779,-0.71727,-0.45321,-0.40581,0.52975,0.40148,6.0,5.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,TRUE,13.0,low
25-34,female,0.45468,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,female,-0.61113,USA,White,1.13281,-0.43999,0.29338,-0.76096,-0.14277,1.86203,-0.21575,6.0,4.0,6.0,6.0,0.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,TRUE,33.0,high
35-44,female,-0.05921,USA,White,-1.1943,-0.30033,0.7233,0.94156,1.13407,-1.37983,0.07987,4.0,4.0,6.0,4.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,TRUE,22.0,high
45-54,female,-1.7379,Australia,White,-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,6.0,5.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,7.0,low
25-34,female,-1.22751,Other,White,2.127,-1.23177,-0.84732,0.76096,-1.0145,0.19268,-1.18084,4.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TRUE,5.0,low
18-24,male,0.45468,USA,White,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,5.0,4.0,3.0,6.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,2.0,TRUE,26.0,high
45-54,male,-1.7379,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,-0.21712,0.7654,6.0,4.0,1.0,4.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,TRUE,21.0,high
25-34,female,1.98437,USA,Asian,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,5.0,6.0,3.0,4.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,TRUE,28.0,high
45-54,female,-0.05921,UK,White,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,6.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
18-24,female,-0.61113,USA,White,0.41667,0.80523,1.24033,1.11406,0.58489,-0.71126,0.07987,4.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,TRUE,12.0,low
45-54,male,1.16365,UK,White,-1.43907,-0.15487,1.06238,0.28783,0.25953,-0.21712,-0.21575,6.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,8.0,low
18-24,male,-0.61113,USA,White,-0.05188,0.16767,0.7233,0.28783,-0.40581,0.88113,1.2247,6.0,4.0,6.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,3.0,5.0,5.0,3.0,0.0,TRUE,32.0,high
35-44,male,-0.05921,Other,White,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,6.0,5.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,TRUE,21.0,high
35-44,male,1.16365,UK,White,0.22393,0.96248,0.14143,-0.91699,0.58489,-0.21712,0.7654,6.0,4.0,6.0,6.0,1.0,6.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,TRUE,26.0,high
35-44,female,-0.05921,UK,White,-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,6.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.61113,USA,White,1.37297,-0.94779,0.7233,0.28783,-0.78155,0.52975,1.2247,6.0,5.0,5.0,4.0,3.0,0.0,5.0,6.0,2.0,2.0,3.0,2.0,0.0,6.0,5.0,3.0,3.0,0.0,TRUE,45.0,high
45-54,female,-1.7379,Australia,White,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,5.0,6.0,6.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,16.0,high
35-44,female,0.45468,UK,White,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,6.0,6.0,3.0,5.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,TRUE,15.0,high
25-34,female,1.16365,UK,White,0.73545,0.00332,0.14143,0.76096,1.46191,-1.37983,-0.52593,6.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
35-44,female,-1.7379,UK,White,0.41667,-0.57545,-1.42424,-0.01729,-1.78169,0.19268,-0.21575,6.0,6.0,0.0,2.0,6.0,2.0,3.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,TRUE,29.0,high
45-54,female,-1.7379,UK,White,0.91093,0.32197,-1.42424,0.43852,2.33337,-0.71126,-1.18084,6.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
25-34,male,-0.05921,UK,White,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,6.0,6.0,5.0,6.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,TRUE,23.0,high
25-34,male,1.16365,USA,White,-0.79151,1.11406,-0.17779,0.13136,0.41594,-0.21712,0.07987,6.0,6.0,6.0,5.0,4.0,3.0,6.0,6.0,3.0,2.0,4.0,0.0,3.0,4.0,5.0,0.0,3.0,2.0,TRUE,51.0,high
18-24,male,-0.61113,UK,White,0.82562,0.63779,-0.84732,-1.07533,-1.38502,1.29221,0.7654,6.0,6.0,6.0,5.0,6.0,2.0,5.0,6.0,1.0,0.0,5.0,0.0,3.0,3.0,0.0,5.0,0.0,1.0,TRUE,43.0,high
18-24,male,0.45468,Australia,White,-1.69163,0.16767,-0.01928,-0.30172,-1.5184,0.19268,0.07987,6.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,TRUE,24.0,high
18-24,male,-0.61113,USA,White,0.13606,0.63779,1.88511,1.2861,-0.27607,-1.37983,0.40148,6.0,6.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,TRUE,19.0,high
18-24,male,-0.61113,USA,White,0.31287,-1.92173,0.14143,1.2861,2.63199,-1.37983,-0.52593,6.0,6.0,6.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,TRUE,25.0,high
45-54,female,1.16365,UK,White,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,4.0,6.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,7.0,low
18-24,male,-0.61113,Other,White,0.41667,0.16767,-0.17779,-0.01729,-1.92173,1.29221,0.7654,4.0,5.0,6.0,6.0,3.0,3.0,6.0,5.0,2.0,2.0,3.0,5.0,5.0,6.0,2.0,0.0,2.0,2.0,TRUE,52.0,high
25-34,female,-0.05921,UK,White,0.22393,0.00332,-0.45174,0.28783,-0.00665,-0.71126,-1.18084,3.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,male,-0.61113,USA,White,0.31287,0.96248,1.88511,-0.76096,-0.65253,1.29221,1.92173,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,0.0,4.0,6.0,0.0,4.0,3.0,4.0,4.0,0.0,TRUE,53.0,high
18-24,male,-0.61113,USA,Black,-1.55078,1.2861,1.06238,-1.47955,0.93949,-0.21712,0.7654,3.0,3.0,4.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,TRUE,18.0,high
45-54,female,-1.7379,UK,Other,-1.55078,-0.15487,-1.27553,2.46262,0.58489,-1.37983,-2.07848,6.0,5.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
45-54,male,0.45468,Australia,White,-1.05308,0.63779,-0.45174,-1.07533,0.7583,0.88113,0.7654,6.0,5.0,0.0,5.0,4.0,2.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,TRUE,24.0,high
25-34,female,1.16365,UK,White,-0.05188,0.47617,0.44585,0.28783,0.41594,-0.71126,-0.21575,6.0,6.0,5.0,4.0,0.0,2.0,2.0,6.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,TRUE,25.0,high
45-54,male,-0.61113,USA,White,0.82562,-0.15487,0.44585,-0.15487,0.12331,0.19268,-0.21575,6.0,5.0,6.0,6.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,TRUE,25.0,high
18-24,male,-0.05921,Canada,White,-0.92104,0.32197,1.43533,-0.30172,-0.40581,1.29221,1.92173,5.0,5.0,4.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,TRUE,20.0,high
18-24,male,-0.61113,USA,White,-0.24649,0.16767,-0.97631,0.59042,0.93949,0.88113,0.40148,6.0,5.0,3.0,5.0,3.0,0.0,3.0,6.0,3.0,0.0,3.0,4.0,3.0,2.0,0.0,3.0,2.0,3.0,TRUE,38.0,high
18-24,male,-0.61113,USA,White,0.04257,-0.57545,1.24033,0.76096,-1.13788,-0.71126,0.7654,6.0,6.0,3.0,4.0,3.0,4.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,2.0,TRUE,35.0,high
45-54,male,1.16365,UK,White,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,5.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,TRUE,12.0,low
45-54,male,0.45468,UK,White,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,6.0,5.0,6.0,5.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,TRUE,33.0,high
25-34,male,0.45468,UK,White,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,6.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
25-34,female,-0.61113,USA,White,0.13606,1.11406,0.7233,-0.30172,0.7583,-0.21712,1.2247,6.0,6.0,6.0,6.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,TRUE,25.0,high
45-54,female,-0.05921,UK,White,0.82562,-0.43999,0.7233,-0.01729,0.25953,-0.21712,-0.21575,6.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
55-64,female,0.45468,UK,White,-0.14882,0.00332,-1.42424,0.28783,-0.78155,0.52975,-1.54858,6.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
